id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
344791744,ee23e517-9bfd-4f3d-bf06-8ae7671b575b,2026-03-24 11:52:30,2026-03-24,2026-03-23 22:52:30 UTC,Wellington,10201116,yijiacao,,2026-03-23 23:39:52 UTC,2026-04-06 10:35:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344791744,https://inaturalist-open-data.s3.amazonaws.com/photos/628265188/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8497716667,174.7697616667,6,,,,6,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344791791,1386919f-6f3b-4b9b-baf5-e8da666e8217,2026-03-24 11:36:12,2026-03-24,2026-03-23 22:36:12 UTC,Wellington,10203148,jiaying666,,2026-03-23 23:40:11 UTC,2026-04-23 22:42:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344791791,https://inaturalist-open-data.s3.amazonaws.com/photos/628265329/medium.jpg,,"",,3,0,false,2,"Auckland city City, Auckland CBD, Auckland 1150新西兰",-36.8510703889,174.7696838333,,,,,,,open,false,gps,gps,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344792069,66367fea-dd30-406f-b7ff-4fc593878943,2026-03-24 11:57:19,2026-03-24,2026-03-23 22:57:19 UTC,Wellington,10201116,yijiacao,,2026-03-23 23:41:48 UTC,2026-04-23 22:42:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792069,https://inaturalist-open-data.s3.amazonaws.com/photos/628265742/medium.jpg,,"",,2,0,false,843,"Auckland, Auckland, NZ",-36.8493166667,174.7708133333,3,,,,3,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344792120,b6a750ab-f23a-481a-ab51-1a56cc8e59fa,2026-03-24 12:30:04+13:00,2026-03-24,2026-03-23 23:30:04 UTC,Wellington,10209281,carol_li,,2026-03-23 23:42:11 UTC,2026-03-25 11:54:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792120,https://inaturalist-open-data.s3.amazonaws.com/photos/628324307/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.84975,174.7711633333,7,,,,7,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344792232,ad6a5574-78f4-4f8a-9070-716c425f9038,2026-03-24 12:38:05,2026-03-24,2026-03-23 23:38:05 UTC,Wellington,10203128,isaaacas,,2026-03-23 23:43:06 UTC,2026-03-30 22:22:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792232,,https://static.inaturalist.org/sounds/1820468.m4a?1774309385,"",,1,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8495626639,174.7701195626,4,,,,4,,open,false,,,Tauhou (Silvereye),Zosterops lateralis,Tauhou (Silvereye),Aves,202505
344792381,29f58787-cff6-48c0-81e1-4edf54ea6862,2026-03-24 12:43:50+13:00,2026-03-24,2026-03-23 23:43:50 UTC,Wellington,10283315,yusun20,,2026-03-23 23:44:08 UTC,2026-03-24 00:13:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792381,https://inaturalist-open-data.s3.amazonaws.com/photos/628266510/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8501925501,174.7709829122,4,,,,4,,open,false,,,家麻雀,Passer domesticus,家麻雀,Aves,13858
344792399,63403a50-11e7-425b-b466-937789d72385,2026-03-24 12:44:04+13:00,2026-03-24,2026-03-23 23:44:04 UTC,Wellington,10203146,jinhuining,,2026-03-23 23:44:14 UTC,2026-03-24 00:13:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792399,https://inaturalist-open-data.s3.amazonaws.com/photos/628266560/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.850091041,174.770968888,5,,,,5,,open,false,,,家麻雀,Passer domesticus,家麻雀,Aves,13858
344792451,c5973369-3540-4604-b967-b503cd5e28e3,2026-03-24 12:43:45+13:00,2026-03-24,2026-03-23 23:43:45 UTC,Wellington,10203132,jlao092,,2026-03-23 23:44:38 UTC,2026-03-24 00:13:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792451,https://inaturalist-open-data.s3.amazonaws.com/photos/628266718/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, 奥克兰, 奥克兰, NZ",-36.8502366667,174.7709366667,17,,,,17,,open,false,,,家麻雀,Passer domesticus,家麻雀,Aves,13858
344792590,b1741a53-f969-4507-ac48-7e6214b938da,2026-03-24 11:52:22,2026-03-24,2026-03-23 22:52:22 UTC,Wellington,10179694,andyli04,,2026-03-23 23:45:36 UTC,2026-04-06 10:35:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792590,https://inaturalist-open-data.s3.amazonaws.com/photos/628267701/medium.jpg,,"",,2,0,false,2,University Of Auckland Clock Tower,-36.8503035084,174.7694040835,189,,,,189,,open,false,gps,gps,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344792718,fc5fcf66-81ae-473c-b3f8-2aecf1f30ec8,2026-03-24 11:46:33,2026-03-24,2026-03-23 22:46:33 UTC,Wellington,10203118,elin517,,2026-03-23 23:46:22 UTC,2026-04-23 22:42:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792718,https://inaturalist-open-data.s3.amazonaws.com/photos/628267337/medium.jpg,,"",,2,0,false,843,University of Auckland City Campus,-36.8517509734,174.7704405845,,,,,,,open,false,,,Rock Pigeon,Columba livia,原鸽,Aves,3017
344792780,290f4e72-4324-45f6-9a85-fa05bfe44cd0,2026-03-24 11:52:56,2026-03-24,2026-03-23 22:52:56 UTC,Wellington,10203152,belinda111111,,2026-03-23 23:46:48 UTC,2026-04-06 10:35:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792780,https://inaturalist-open-data.s3.amazonaws.com/photos/628267753/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8497783333,174.7697916667,10,,,,10,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344792822,598d2cfe-8330-4d77-b54d-5fad37afaa70,2026-03-24 11:52:56,2026-03-24,2026-03-23 22:52:56 UTC,Wellington,10277590,junhuixie,,2026-03-23 23:47:03 UTC,2026-04-06 10:35:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792822,https://inaturalist-open-data.s3.amazonaws.com/photos/628267646/medium.jpg,,"",,3,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.849769165,174.7697486159,13,,,,13,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344792887,d6aca6a5-c0ef-4dc9-8ecf-725a4c9367f9,2026-03-24 11:49:59,2026-03-24,2026-03-23 22:49:59 UTC,Wellington,10203152,belinda111111,,2026-03-23 23:47:17 UTC,2026-04-23 22:42:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792887,https://inaturalist-open-data.s3.amazonaws.com/photos/628301711/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8493833333,174.77002,8,,,,8,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344792978,eb21fe3f-50f6-440c-88eb-11aa71b53526,2026-03-24 12:04:26,2026-03-24,2026-03-23 23:04:26 UTC,Wellington,10203152,belinda111111,,2026-03-23 23:48:02 UTC,2026-03-24 01:49:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344792978,https://inaturalist-open-data.s3.amazonaws.com/photos/628302447/medium.jpg,,"",,1,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8496366667,174.770845,8,,,,8,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344793465,8b5a5faf-f624-4374-8046-8593e109ce0f,2026-03-24 11:50:06,2026-03-24,2026-03-23 22:50:06 UTC,Wellington,10203135,sjin202,,2026-03-23 23:51:32 UTC,2026-04-23 22:41:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344793465,https://inaturalist-open-data.s3.amazonaws.com/photos/628269063/medium.jpg,,"",,3,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8494,174.7699283333,4,,,,4,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344793502,fd7a35ef-f8af-4ca5-8d21-1d628b6ea412,2026-03-24 11:52:32,2026-03-24,2026-03-23 22:52:32 UTC,Wellington,10203135,sjin202,,2026-03-23 23:51:54 UTC,2026-04-06 10:35:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344793502,https://inaturalist-open-data.s3.amazonaws.com/photos/628269176/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8497716667,174.769745,4,,,,4,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344793600,9e76f898-5f0e-4297-99cc-af399f80e94c,2026-03-24T12:00,2026-03-24,2026-03-23 23:00:00 UTC,Wellington,10277518,alissa122905,,2026-03-23 23:52:39 UTC,2026-04-23 22:41:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344793600,https://inaturalist-open-data.s3.amazonaws.com/photos/628269458/medium.jpg,,"",,3,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8497166667,174.7705533333,9,,,,9,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344794908,7a1ca574-716a-4046-b155-b7ff4138f9fb,2026-03-24 12:52:27,2026-03-24,2026-03-23 23:52:27 UTC,Wellington,10203137,marco_mma243,,2026-03-24 00:00:30 UTC,2026-03-24 02:12:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344794908,https://inaturalist-open-data.s3.amazonaws.com/photos/628271663/medium.jpg,,"",,3,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8509113975,174.7700007075,21,,,,21,,open,false,,,Common Blackbird,Turdus merula,Common Blackbird,Aves,12716
344795025,38ef4a23-3444-473e-be9e-e85ce62ab116,2026/03/24 12:59 PM,2026-03-24,2026-03-23 23:59:00 UTC,Wellington,10203128,isaaacas,,2026-03-24 00:01:07 UTC,2026-03-31 01:05:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344795025,,https://static.inaturalist.org/sounds/1820484.m4a?1774310419,"",,2,0,false,,"Auckland CBD, Auckland 1010, New Zealand",-36.8511838745,174.7704970877,177,,,,177,,open,false,,,New Zealand Tūī,Prosthemadera novaeseelandiae novaeseelandiae,Tūī (Mainland Tūī),Aves,413522
344798114,9765fcf7-e505-4956-8bb5-94c8e47a624e,2026-03-24 12:52:17,2026-03-24,2026-03-23 23:52:17 UTC,Wellington,10203154,yunaan,,2026-03-24 00:18:34 UTC,2026-03-25 11:54:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344798114,https://inaturalist-open-data.s3.amazonaws.com/photos/628277590/medium.jpg,,"",,4,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.850375,174.7707366667,5,,,,5,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344799374,cbc0fc86-dadd-47ff-8978-dd4fdb73141a,2026-03-24 11:50:08,2026-03-24,2026-03-23 22:50:08 UTC,Wellington,10277588,cynthiaaaaa365,,2026-03-24 00:26:32 UTC,2026-03-25 11:54:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344799374,https://inaturalist-open-data.s3.amazonaws.com/photos/628280204/medium.jpg,,"",,3,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8494223784,174.7699238957,6,,,,6,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344799740,ebe5a92b-266a-47b8-9ba3-e30518510556,2026-03-24 11:53:09,2026-03-24,2026-03-23 22:53:09 UTC,Wellington,10282875,yijia8,Yijia He,2026-03-24 00:28:52 UTC,2026-04-06 10:35:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344799740,https://inaturalist-open-data.s3.amazonaws.com/photos/628280903/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8497466667,174.769775,6,,,,6,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344800150,15b9eea8-9fa9-4f48-8a0c-29c0c4d4688d,2026-03-24 12:04:39,2026-03-24,2026-03-23 23:04:39 UTC,Wellington,10282875,yijia8,Yijia He,2026-03-24 00:30:33 UTC,2026-03-24 01:47:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344800150,https://inaturalist-open-data.s3.amazonaws.com/photos/628281463/medium.jpg,,"",,1,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.849475,174.770705,4,,,,4,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344800210,3cbb8cd6-cd3b-4090-800e-977f26ad28c2,2026-03-24 11:52:14,2026-03-24,2026-03-23 22:52:14 UTC,Wellington,10277588,cynthiaaaaa365,,2026-03-24 00:30:53 UTC,2026-04-06 10:34:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344800210,https://inaturalist-open-data.s3.amazonaws.com/photos/628281584/medium.jpg,,"",,2,0,false,843,"Auckland, Auckland, NZ",-36.8496182684,174.7696173568,7,,,,7,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344800714,80401100-ef9f-48f2-a009-7e6904b7af2f,2026-03-24 12:29:15,2026-03-24,2026-03-23 23:29:15 UTC,Wellington,10282841,ssal351,,2026-03-24 00:33:39 UTC,2026-03-24 01:46:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344800714,https://inaturalist-open-data.s3.amazonaws.com/photos/628282565/medium.jpg,,"",,1,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8492576356,174.7701071899,4,,,,4,,open,false,,,Common Blackbird,Turdus merula,Common Blackbird,Aves,12716
344801525,bffea940-11d3-45a8-a02e-f0f3cb2085b2,2026-03-24 11:49:53,2026-03-24,2026-03-23 22:49:53 UTC,Wellington,10203119,mios424,,2026-03-24 00:38:17 UTC,2026-03-25 11:54:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344801525,https://inaturalist-open-data.s3.amazonaws.com/photos/628283796/medium.jpg,,"",,3,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8493883333,174.7698666667,5,,,,5,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344802214,26ea54d3-530e-40bc-85c4-147930b2d2d5,2026-03-24 11:34:31,2026-03-24,2026-03-23 22:34:31 UTC,Wellington,10218336,linlucaa,,2026-03-24 00:42:26 UTC,2026-03-25 11:54:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344802214,https://inaturalist-open-data.s3.amazonaws.com/photos/628285008/medium.jpg,,"",,3,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8497860775,174.7707476835,8,,,,8,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344802363,74b190c6-14ca-417b-b0ca-6c248a22d737,2026-03-24 11:40:55,2026-03-24,2026-03-23 22:40:55 UTC,Wellington,10218336,linlucaa,,2026-03-24 00:43:13 UTC,2026-03-24 03:02:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344802363,https://inaturalist-open-data.s3.amazonaws.com/photos/628285282/medium.jpg,,"",,2,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8496568812,174.7707116434,15,,,,15,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344802720,cd9bda3e-378d-4a9e-bccf-d9ec802bbbf5,2026-03-24 12:06:19,2026-03-24,2026-03-23 23:06:19 UTC,Wellington,10218336,linlucaa,,2026-03-24 00:44:59 UTC,2026-03-24 03:02:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344802720,https://inaturalist-open-data.s3.amazonaws.com/photos/628285914/medium.jpg,,"",,2,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8494643239,174.7707260051,8,,,,8,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344802886,ac54b41e-f129-4ba5-9537-fd2611d353c9,2026-03-24 13:40:45,2026-03-24,2026-03-24 00:40:45 UTC,Wellington,10283922,aime45791,Aime Guo,2026-03-24 00:45:33 UTC,2026-03-25 11:54:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344802886,https://inaturalist-open-data.s3.amazonaws.com/photos/628286082/medium.jpg,,"",,3,0,false,843,"Auckland, Auckland, NZ",-36.8496544215,174.7711573174,38,,,,38,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344802903,5932f31a-1e77-448f-a2b9-4ddaad89d339,2026-03-24 12:17:08,2026-03-24,2026-03-23 23:17:08 UTC,Wellington,10218336,linlucaa,,2026-03-24 00:45:37 UTC,2026-03-24 01:52:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344802903,https://inaturalist-open-data.s3.amazonaws.com/photos/628286104/medium.jpg,,"",,2,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8496734055,174.7705203604,16,,,,16,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344803419,05ff5905-a9dd-439f-be7e-71fbedf579f6,2026-03-24 12:25:20,2026-03-24,2026-03-23 23:25:20 UTC,Wellington,10218336,linlucaa,,2026-03-24 00:47:05 UTC,2026-04-23 22:42:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344803419,https://inaturalist-open-data.s3.amazonaws.com/photos/628286676/medium.jpg,,"",,2,0,false,843,"Auckland, Auckland, NZ",-36.8491256635,174.7707919013,13,,,,13,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344804195,8f2377b8-76aa-4442-a5c7-806aa4d8b1df,2026-03-24 11:50:43,2026-03-24,2026-03-23 22:50:43 UTC,Wellington,10205888,kthr1ne,,2026-03-24 00:51:32 UTC,2026-03-25 11:54:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344804195,https://inaturalist-open-data.s3.amazonaws.com/photos/628288256/medium.jpg,,"",,3,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8492966667,174.769945,17,,,,17,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344804202,76f474f4-790d-48dc-95c7-124060fa4be0,2026-03-24 12:44:19,2026-03-24,2026-03-23 23:44:19 UTC,Wellington,10205888,kthr1ne,,2026-03-24 00:51:33 UTC,2026-03-24 01:27:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344804202,https://inaturalist-open-data.s3.amazonaws.com/photos/628288297/medium.jpg,,"",,1,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.84998,174.7709366667,5,,,,5,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
344807698,b21d1b57-5dff-43aa-b573-1a731fba2e33,2026-03-24 12:27:04,2026-03-24,2026-03-23 23:27:04 UTC,Wellington,10203136,hlee791,,2026-03-24 01:11:02 UTC,2026-04-06 09:26:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344807698,https://inaturalist-open-data.s3.amazonaws.com/photos/628294567/medium.jpg,,"",,2,0,false,843,"Auckland, Auckland, NZ",-36.8498283333,174.7710583333,4,,,,4,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
344816587,0b08ce65-3715-4362-b60e-c0c4fa0762ae,2026-03-24 12:04:36,2026-03-24,2026-03-23 23:04:36 UTC,Wellington,10277590,junhuixie,,2026-03-24 02:07:07 UTC,2026-03-24 02:43:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344816587,https://inaturalist-open-data.s3.amazonaws.com/photos/628311983/medium.jpg,,"",,2,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8495756599,174.7707951487,12,,,,12,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344818223,d5291350-87eb-495b-b2fd-c51f1486a705,2026-03-24 12:20:00,2026-03-24,2026-03-23 23:20:00 UTC,Wellington,10183965,amyli161,,2026-03-24 02:18:26 UTC,2026-03-25 11:38:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344818223,https://inaturalist-open-data.s3.amazonaws.com/photos/628315980/medium.jpg,,"",,4,0,false,2,"Auckland High Court, Auckland CBD, Auckland 1010新西兰",-36.8499286,174.76995646,6,,,,6,,open,false,,,家鸽,Columba livia domestica,Feral Pigeon,Aves,122767
344819230,0989508f-db97-45f2-af5a-159d75847231,2026-03-24 12:24:00,2026-03-24,2026-03-23 23:24:00 UTC,Wellington,10183965,amyli161,,2026-03-24 02:25:43 UTC,2026-03-24 05:44:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344819230,https://inaturalist-open-data.s3.amazonaws.com/photos/628317865/medium.jpg,,"",,2,0,false,2,"Auckland High Court, Auckland CBD, Auckland 1010新西兰",-36.84935888,174.76956545,9,,,,9,,open,false,,,欧乌鸫,Turdus merula,Common Blackbird,Aves,12716
344822291,0eb5b257-fe47-4378-9f6f-7aab00529779,2026-03-24 12:36:02,2026-03-24,2026-03-23 23:36:02 UTC,Wellington,10279306,jeffcai,,2026-03-24 02:43:43 UTC,2026-03-24 02:51:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344822291,https://inaturalist-open-data.s3.amazonaws.com/photos/628323678/medium.jpg,,"",,1,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.849655,174.770675,5,,,,5,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344828128,d536bfcb-5d30-49f7-9f14-5182b24bb778,2026-03-24 16:22:05,2026-03-24,2026-03-24 03:22:05 UTC,Wellington,10203129,hjcroft,,2026-03-24 03:24:14 UTC,2026-03-24 03:40:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344828128,https://inaturalist-open-data.s3.amazonaws.com/photos/628334891/medium.jpg,,"",,1,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8491783333,174.7700633333,14,,,,14,,open,false,,,Common Blackbird,Turdus merula,Common Blackbird,Aves,12716
344835315,a2db37f1-5224-4203-9566-b96de902ee21,2026-03-24 12:39:22,2026-03-24,2026-03-23 23:39:22 UTC,Wellington,10205871,chloehuman,,2026-03-24 04:21:43 UTC,2026-03-31 09:40:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344835315,https://inaturalist-open-data.s3.amazonaws.com/photos/628349232/medium.jpg,,"",,2,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.849895,174.770905,3,,,,3,,open,false,,,North Island Fantail,Rhipidura fuliginosa placabilis,,Aves,413543
344835378,c4085f54-f44a-4c64-b98f-fd00c153d665,2026-03-24 12:46:06,2026-03-24,2026-03-23 23:46:06 UTC,Wellington,10205871,chloehuman,,2026-03-24 04:22:15 UTC,2026-03-24 08:43:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344835378,https://inaturalist-open-data.s3.amazonaws.com/photos/628349357/medium.jpg,,"",,2,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.850025,174.77092,13,,,,13,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
344835460,d84f5f4e-79d3-4446-a09a-a31d197cacf5,2026-03-24 12:42:32,2026-03-24,2026-03-23 23:42:32 UTC,Wellington,10205871,chloehuman,,2026-03-24 04:22:33 UTC,2026-03-24 04:29:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344835460,https://inaturalist-open-data.s3.amazonaws.com/photos/628349426/medium.jpg,,"",,1,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8499833333,174.77092,5,,,,5,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
344837451,4e0c8ba3-0b18-46a5-9364-d8400706e98e,2026/03/24 11:50 AM,2026-03-24,2026-03-23 22:50:00 UTC,Wellington,10282750,lanavictoria,,2026-03-24 04:40:44 UTC,2026-03-25 11:38:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344837451,https://inaturalist-open-data.s3.amazonaws.com/photos/628352365/medium.jpg,,"",,3,0,false,,"Auckland CBD, Auckland 1010, New Zealand",-36.8493638889,174.7698833333,14,,,,14,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
344837455,b4e2a21a-4a6e-4117-a8eb-78958908e380,2026/03/24 11:53 AM,2026-03-24,2026-03-23 22:53:00 UTC,Wellington,10282750,lanavictoria,,2026-03-24 04:40:44 UTC,2026-03-24 04:56:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344837455,https://inaturalist-open-data.s3.amazonaws.com/photos/628352359/medium.jpg,,"",,1,0,false,,"Auckland CBD, Auckland 1010, New Zealand",-36.8498083333,174.7696527778,5,,,,5,,open,false,,,Common Blackbird,Turdus merula,Common Blackbird,Aves,12716
344838628,3d08c0b1-0379-43f7-b2bc-abeea5c0aa7f,2026-03-24 12:48:16,2026-03-24,2026-03-23 23:48:16 UTC,Wellington,10203134,vchu805,,2026-03-24 04:52:46 UTC,2026-03-24 05:31:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344838628,https://inaturalist-open-data.s3.amazonaws.com/photos/628356514/medium.jpg,,"",,1,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8502216667,174.7710716667,7,,,,7,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
344838963,688fa647-9cbc-45c4-a86c-4d3359c34852,2026/03/24 11:58,2026-03-24,2026-03-23 22:58:00 UTC,Wellington,10285342,zdnsnk07,,2026-03-24 04:56:01 UTC,2026-04-23 22:41:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344838963,https://inaturalist-open-data.s3.amazonaws.com/photos/628357165/medium.jpg,,"",,2,0,false,,"Auckland CBD, Auckland 1010 뉴질랜드",-36.8492888889,174.7711194444,6,,,,6,,open,false,,,집비둘기,Columba livia domestica,Feral Pigeon,Aves,122767
344839134,306a120a-a7f6-4238-8826-b89942fce468,2026/03/24 11:52,2026-03-24,2026-03-23 22:52:00 UTC,Wellington,10285342,zdnsnk07,,2026-03-24 04:57:27 UTC,2026-04-06 09:26:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/344839134,https://inaturalist-open-data.s3.amazonaws.com/photos/628357365/medium.jpg,,"",,2,0,false,,"Auckland CBD, Auckland 1010 뉴질랜드",-36.8497666667,174.7697138889,5,,,,5,,open,false,,,Prosthemadera novaeseelandiae novaeseelandiae,Prosthemadera novaeseelandiae novaeseelandiae,Tūī (Mainland Tūī),Aves,413522
